"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","name","entrez","symbol"
"ENSG00000279457",29.9135794276176,0.179257083672692,0.324821565250144,0.551863246932655,0.581042050747027,0.686554777832894,NA,NA,NA
"ENSG00000187634",183.229649921658,0.426457118403307,0.140265820376893,3.04034951107418,0.00236303749731018,0.00515718149494409,"sterile alpha motif domain containing 11","148398","SAMD11"
"ENSG00000188976",1651.18807619944,-0.692720464846369,0.0548465415913944,-12.6301576133482,1.43989540156387e-36,1.76548905393081e-35,"NOC2 like nucleolar associated transcriptional repressor","26155","NOC2L"
"ENSG00000187961",209.637938486147,0.729755610585225,0.131859899969345,5.53432552849562,3.12428248077684e-08,1.13412993107609e-07,"kelch like family member 17","339451","KLHL17"
"ENSG00000187583",47.2551232589398,0.04057652787563,0.271892808601773,0.149237223611384,0.88136644866915,0.919030615571384,"pleckstrin homology domain containing N1","84069","PLEKHN1"
"ENSG00000187642",11.9797501642461,0.542810491577361,0.521559849534145,1.04074439790984,0.297994191720984,0.403379309754097,"PPARGC1 and ESRR induced regulator, muscle 1","84808","PERM1"
"ENSG00000188290",108.922127976716,2.0570638345631,0.19690531299384,10.4469696794187,1.5128187540777e-25,1.30538189681483e-24,"hes family bHLH transcription factor 4","57801","HES4"
"ENSG00000187608",350.71686801731,0.25738368648177,0.102726560033536,2.50552229528319,0.0122270689409808,0.023745228890786,"ISG15 ubiquitin like modifier","9636","ISG15"
"ENSG00000188157",9128.439421961,0.389908792022775,0.0467163395511322,8.34630443586039,7.04321148752207e-17,4.21962808549188e-16,"agrin","375790","AGRN"
"ENSG00000237330",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"ring finger protein 223","401934","RNF223"
"ENSG00000131591",156.479083393338,0.196592348543653,0.145610917129244,1.3501209416129,0.176977192005119,0.261745093404058,"chromosome 1 open reading frame 159","54991","C1orf159"
"ENSG00000186891",0.732334495547826,-0.311843033892279,2.29432959164862,-0.135919021847337,0.891885297764806,0.926394074174199,"TNF receptor superfamily member 18","8784","TNFRSF18"
"ENSG00000186827",0.774563363005392,1.72578824180931,2.027222329879,0.851306843049777,0.394598924610235,0.508934886751172,"TNF receptor superfamily member 4","7293","TNFRSF4"
"ENSG00000078808",4600.33028600984,0.386628861206269,0.0483324364781529,7.99936625129653,1.25061211583984e-15,7.08904667817212e-15,"stromal cell derived factor 4","51150","SDF4"
"ENSG00000176022",903.070312267806,0.4250793427473,0.0745779843229849,5.69979661700632,1.19950446645168e-08,4.50173079362486e-08,"beta-1,3-galactosyltransferase 6","126792","B3GALT6"
"ENSG00000184163",4.52322235705183,0.328034737205597,0.844006620099537,0.388663701674415,0.697524937134859,0.783293353056159,"C1q and TNF related 12","388581","C1QTNF12"
"ENSG00000160087",1226.36024604796,0.430326257302023,0.063310939229494,6.79702848416363,1.06798988681032e-11,4.92954430059832e-11,"ubiquitin conjugating enzyme E2 J2","118424","UBE2J2"
"ENSG00000162572",31.7776688322821,0.810145939917117,0.320430204352817,2.52830703507928,0.0114614071029096,0.0223910681180649,"sodium channel epithelial 1 subunit delta","6339","SCNN1D"
"ENSG00000131584",1067.09073092054,0.582146204655297,0.0670714173686712,8.67949757875872,3.97520932176024e-18,2.52855567475625e-17,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3","116983","ACAP3"
"ENSG00000169972",227.376248317606,0.0839217292579025,0.121698882258048,0.689585045489214,0.490455174370903,0.602963660316848,"pseudouridine synthase like 1","126789","PUSL1"
"ENSG00000127054",922.15171909075,-0.20949687476682,0.0727879689671158,-2.87817997588951,0.00399976875647244,0.00843086269063084,"integrator complex subunit 11","54973","INTS11"
"ENSG00000224051",299.70151191683,-0.216411081372191,0.108761452223984,-1.98977741605099,0.0466154602905453,0.0804283134818609,"ceramide-1-phosphate transfer protein","80772","CPTP"
"ENSG00000169962",5.84091826930333,0.0582910464706806,0.73567720217821,0.0792345424026885,0.936846070086017,0.957107817893229,"taste 1 receptor member 3","83756","TAS1R3"
"ENSG00000107404",996.838159268406,-0.144513678508731,0.0649756414671917,-2.2241208435272,0.0261403148786248,0.0475302321459828,"dishevelled segment polarity protein 1","1855","DVL1"
"ENSG00000162576",5438.1255159644,0.516215483131601,0.0418318418467828,12.3402523135926,5.4983307837422e-35,6.45178336710131e-34,"matrix remodeling associated 8","54587","MXRA8"
"ENSG00000175756",1068.65776669111,0.0974793333116692,0.0657020202953129,1.48365808042928,0.137899652570409,0.211001357930096,"aurora kinase A interacting protein 1","54998","AURKAIP1"
"ENSG00000221978",1362.3522672541,0.487093287454536,0.0609097051687597,7.99697332477589,1.27514850259871e-15,7.22535126155319e-15,"cyclin L2","81669","CCNL2"
"ENSG00000242485",665.629405355783,-0.119697711313022,0.0763055945682503,-1.5686623240444,0.116726641897767,0.181909405550311,"mitochondrial ribosomal protein L20","55052","MRPL20"
"ENSG00000235098",1.24671988581422,-0.0591200275867554,1.57049165078444,-0.0376442800935782,0.969971302515186,0.978804317457639,"ankyrin repeat domain 65","441869","ANKRD65"
"ENSG00000179403",108.929842536121,0.165405859799458,0.175992761709807,0.939844674249699,0.347297239686077,0.458890686614075,"von Willebrand factor A domain containing 1","64856","VWA1"
"ENSG00000215915",0.543603841878244,0.78468107499181,2.42042057965419,0.324192035709726,0.745792651342108,0.820915389229175,"ATPase family AAA domain containing 3C","219293","ATAD3C"
"ENSG00000160072",423.792449298593,-0.79180345711014,0.0978592141321758,-8.09125092748725,5.90550517272051e-16,3.40380661851994e-15,"ATPase family AAA domain containing 3B","83858","ATAD3B"
"ENSG00000197785",708.708441641375,-0.664367837986058,0.0811918784372537,-8.18268835225301,2.7758038615042e-16,1.62276070253268e-15,"ATPase family AAA domain containing 3A","55210","ATAD3A"
"ENSG00000205090",40.4750829217052,0.497894327131639,0.293990305983406,1.69357396144804,0.0903462694529695,0.145188454824759,"transmembrane protein 240","339453","TMEM240"
"ENSG00000160075",1860.23851801681,0.0489569115056422,0.0522188415930488,0.937533465165171,0.348484217989452,0.45999007025822,"SSU72 homolog, RNA polymerase II CTD phosphatase","29101","SSU72"
"ENSG00000228594",176.877295844935,0.336425158973397,0.140976553209657,2.38639086652284,0.0170146565168386,0.0321448542167886,"fibronectin type III domain containing 10","643988","FNDC10"
"ENSG00000197530",749.024212554717,0.41946485946461,0.0731092057622756,5.73751082495078,9.60781407179297e-09,3.62426321448899e-08,"MIB E3 ubiquitin protein ligase 2","142678","MIB2"
"ENSG00000189409",2.55268355396294,-0.0385517087772024,1.09981214357724,-0.0350529942793769,0.972037483486969,0.980419410869898,"matrix metallopeptidase 23B","8510","MMP23B"
"ENSG00000248333",477.512838582641,0.0727145569938463,0.0874014035426839,0.831960975985184,0.405430971972805,0.520099234211578,"cyclin dependent kinase 11B","984","CDK11B"
"ENSG00000189339",1751.0672425259,0.877810539396575,0.0570548914995742,15.3853686568333,2.05204402307472e-53,3.80415406441197e-52,"solute carrier family 35 member E2B","728661","SLC35E2B"
"ENSG00000008128",12.8597280624561,0.403593300200672,0.50391000680386,0.800923368758907,0.42317601053015,0.538348557893254,"cyclin dependent kinase 11A","728642","CDK11A"
"ENSG00000215790",44.3703655663435,1.2688873516645,0.282260898446787,4.4954414821425,6.94257499390017e-06,2.04516630541876e-05,NA,NA,NA
"ENSG00000008130",954.970824752761,0.0147195890452505,0.0662523349222586,0.222174645807166,0.824177930605604,0.880772557556768,"NAD kinase","65220","NADK"
"ENSG00000078369",9946.04557263681,0.0443202370772335,0.0382760451248656,1.15791056606424,0.246900535186814,0.346620316973068,"G protein subunit beta 1","2782","GNB1"
"ENSG00000169885",1.40907649268242,1.66715894575287,1.60706317782534,1.03739477623328,0.299551911837172,0.405287439333171,"calmodulin like 6","163688","CALML6"
"ENSG00000178821",2.56465587233207,-0.513052496947038,1.08917977836726,-0.47104482394645,0.637608725807482,0.733679642530882,"transmembrane protein 52","339456","TMEM52"
"ENSG00000067606",34.0074868626391,0.562193553313647,0.323167440358832,1.73963550501687,0.0819230407108996,0.133353409984232,"protein kinase C zeta","5590","PRKCZ"
"ENSG00000162585",655.211397296099,0.241138701737686,0.0757411327894096,3.18372188079293,0.00145394635034478,0.00326292472995118,"FA core complex associated protein 20","199990","FAAP20"
"ENSG00000157933",1780.14596929959,-0.709301608936317,0.0580165056701647,-12.2258588438407,2.26178523136658e-34,2.60423365155317e-33,"SKI proto-oncogene","6497","SKI"
"ENSG00000116151",45.9442404288924,0.0890753613167625,0.276601711016992,0.322034744431825,0.74742637316512,0.82248711175297,"MORN repeat containing 1","79906","MORN1"
"ENSG00000157916",2153.5090858002,0.0751255688325878,0.0522266904719147,1.43845164519829,0.150305948045833,0.227177629196952,"retention in endoplasmic reticulum sorting receptor 1","11079","RER1"
"ENSG00000157911",207.794701124024,-0.246534601071722,0.129138445752282,-1.90907207869478,0.0562527940519562,0.0953154378866096,"peroxisomal biogenesis factor 10","5192","PEX10"
"ENSG00000149527",30.2467084107542,-0.546723127863649,0.323492500967128,-1.69006430204453,0.0910156534563754,0.146057132038334,"phospholipase C eta 2","9651","PLCH2"
"ENSG00000157881",435.476343889853,-0.0980653785974423,0.0905104466725357,-1.08347027556101,0.278599737549786,0.382060382619219,"pantothenate kinase 4 (inactive)","55229","PANK4"
"ENSG00000157873",24.332380919207,1.21815690773185,0.38109980575866,3.19642489795252,0.00139142043934682,0.00313080220383106,"TNF receptor superfamily member 14","8764","TNFRSF14"
"ENSG00000157870",391.29276401127,-1.33327287068436,0.0986171405065532,-13.5196869817551,1.19683956269996e-41,1.70096639103876e-40,"peroxiredoxin like 2B","127281","PRXL2B"
"ENSG00000142606",0.280742050920118,-0.175814047476726,3.18170420608947,-0.0552578228800261,0.955933063263126,NA,"membrane metalloendopeptidase like 1","79258","MMEL1"
"ENSG00000215912",2.46654945097095,1.20618616054047,1.18945704921394,1.01406449382732,0.310551978992376,0.41809765838948,"tetratricopeptide repeat domain 34","100287898","TTC34"
"ENSG00000142611",4.06379450073457,0.358288346916579,0.90473145564358,0.396016237394676,0.692093049710964,0.778725822148048,"PR/SET domain 16","63976","PRDM16"
"ENSG00000130762",0.793807598119251,1.75431441470358,2.01651826963796,0.869971991386197,0.384315710789358,0.498332302095157,"Rho guanine nucleotide exchange factor 16","27237","ARHGEF16"
"ENSG00000162591",120.624795073974,0.276917665332407,0.164049820580979,1.68800955924065,0.0914093939550875,0.146625124957562,"multiple EGF like domains 6","1953","MEGF6"
"ENSG00000158109",1837.24896959111,0.321299645993767,0.0532118950718648,6.03811695786889,1.55923038447194e-09,6.22425173519703e-09,"tumor protein p63 regulated 1 like","127262","TPRG1L"
"ENSG00000116213",196.349812421993,0.139171501404474,0.135733801710194,1.02532677675691,0.305209025373195,0.411807252215523,"WD repeat containing, antisense to TP73","49856","WRAP73"
"ENSG00000078900",1.06285907626091,-1.29217095148452,1.83964000191964,-0.702404247644186,0.482427097083291,0.59527884769035,"tumor protein p73","7161","TP73"
"ENSG00000162592",0.612206756137193,-1.45443083823444,2.42702599589594,-0.599264631155108,0.54899642957269,0.657172626627868,"coiled-coil domain containing 27","148870","CCDC27"
"ENSG00000235169",8.00720108324259,-0.452339664822849,0.620940911396903,-0.728474572250748,0.4663231286537,0.580363981599243,"small integral membrane protein 1 (Vel blood group)","388588","SMIM1"
"ENSG00000130764",650.050345559859,-0.461561558317944,0.076552846135203,-6.02931937374036,1.64651623420299e-09,6.56001485725864e-09,"leucine rich repeat containing 47","57470","LRRC47"
"ENSG00000116198",868.398768437544,0.369187995290533,0.0696311370014673,5.30205323636685,1.1450743611038e-07,3.96711470003473e-07,"centrosomal protein 104","9731","CEP104"
"ENSG00000169598",99.4645610854156,-0.332394430413983,0.179407543734627,-1.85273385664122,0.0639205147619499,0.106664464058154,"DNA fragmentation factor subunit beta","1677","DFFB"
"ENSG00000198912",274.59719900775,-0.0792810784305034,0.109492557762841,-0.724077325896659,0.469018263950399,0.582898369678412,"chromosome 1 open reading frame 174","339448","C1orf174"
"ENSG00000196581",2.51926689723939,-0.10207320756612,1.16098430901527,-0.0879195410080065,0.929940625267293,0.9526284100361,"adherens junctions associated protein 1","55966","AJAP1"
"ENSG00000131697",226.184495605739,0.786511845527954,0.127881527258137,6.15031633099229,7.73285609390717e-10,3.1499953872859e-09,"nephrocystin 4","261734","NPHP4"
"ENSG00000069424",137.964257926444,0.330236441806728,0.159723560373326,2.06754996592148,0.0386823611091862,0.0678529681060683,"potassium voltage-gated channel subfamily A regulatory beta subunit 2","8514","KCNAB2"
"ENSG00000116254",4.87851054000781,1.29095570136201,0.832290364255745,1.55108812597683,0.120880566353492,0.18762904548897,"chromodomain helicase DNA binding protein 5","26038","CHD5"
"ENSG00000116251",3157.32757952669,-0.0522626741366146,0.0486267563682874,-1.0747719576603,0.282476838265167,0.386540641776617,"ribosomal protein L22","6146","RPL22"
"ENSG00000158286",16.6793288692637,-0.928163910622394,0.446358637365824,-2.07941290460947,0.0375794154126123,0.0661465931387889,"ring finger protein 207","388591","RNF207"
"ENSG00000116237",2331.28583130502,-0.385174947403811,0.0484036998364986,-7.95755177196954,1.75476706716337e-15,9.87844042622372e-15,"isoprenylcysteine carboxyl methyltransferase","23463","ICMT"
"ENSG00000158292",186.514804596562,0.00952384719215865,0.133216295664533,0.0714916080247548,0.943006503295578,0.960803999002436,"G protein-coupled receptor 153","387509","GPR153"
"ENSG00000097021",1264.85337440718,-0.361761011735847,0.0633573712062207,-5.70984882813963,1.13076567593182e-08,4.25241758915112e-08,"acyl-CoA thioesterase 7","11332","ACOT7"
"ENSG00000069812",3.15810817128513,2.95472164660346,1.29792491777337,2.2764965878553,0.0228163045971854,0.0419494382676295,"hes family bHLH transcription factor 2","54626","HES2"
"ENSG00000187017",0.634513129677028,1.26926854167997,2.26453917970987,0.560497496820782,0.575140146586026,0.681493445922564,"espin","83715","ESPN"
"ENSG00000215788",53.392055126377,1.21642916910152,0.254308220318366,4.78328686181944,1.72451738456002e-06,5.39044267521644e-06,"TNF receptor superfamily member 25","8718","TNFRSF25"
"ENSG00000171680",427.118705593219,0.840544674617317,0.0963104554932585,8.72744989432797,2.60479197019532e-18,1.66910539377124e-17,"pleckstrin homology and RhoGEF domain containing G5","57449","PLEKHG5"
"ENSG00000162408",364.085764021207,-0.647970481290695,0.102971041480052,-6.29274475597321,3.11900979036882e-10,1.31037532184879e-09,"nucleolar protein 9","79707","NOL9"
"ENSG00000173662",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,"taste 1 receptor member 1","80835","TAS1R1"
"ENSG00000204859",120.908623879486,0.264363509909215,0.171011293526587,1.54588334172278,0.122132744362893,0.18931346091926,"zinc finger and BTB domain containing 48","3104","ZBTB48"
